inputfile,mcc,auc,balance,pd,pf,final_ratio,processing_time
JDT.csv,0.4569091450145975,0.7667021127374603,0.7636154242843111,0.7634920634920634,0.23008783801714297,0.5,812.5562275250753
LC.csv,0.2085099179548827,0.6659465201465201,0.6590277519407713,0.6363247863247864,0.304431746031746,0.5,271.74298564593
ML.csv,0.23981211348489642,0.672464313860697,0.6674776922711393,0.6829931972789116,0.33806456955751757,0.5,1133.1906950473785
PDE.csv,0.19764905931304969,0.6393609584647367,0.6351082478623301,0.6446767324816105,0.36595481555213705,0.5,896.5686767101288
CM1.csv,0.20226084655226054,0.6439571150097466,0.6350342376294159,0.6259259259259259,0.33801169590643276,0.5,199.39631621042886
MW1.csv,0.1268550929357286,0.6029629629629629,0.5977726662028706,0.6266666666666666,0.4207407407407407,0.5,107.58862415949504
PC1.csv,0.3084393657362316,0.751656109481916,0.7446209253604614,0.7393939393939394,0.23608172043010747,0.5,233.99027816454569
PC3.csv,0.3028646228815675,0.7158800355539485,0.7117754511407948,0.7076923076923077,0.2759322365844105,0.5,576.9874312877655
PC4.csv,0.4928831660976052,0.8157683095580545,0.8134398163504866,0.8143386243386243,0.1828020052225154,0.5,819.6621567408243
ant-1.3.csv,0.2666775978129557,0.6674603174603174,0.6407812465234642,0.6333333333333333,0.2984126984126984,0.5,153.05703584353128
camel-1.0.csv,0.14137549650248032,0.6563947163947165,0.587703593346095,0.7111111111111112,0.39832167832167825,0.5,116.23066488901775
# jedit-3.2.csv,0.40912299924207046,0.7145895895895896,0.7089527409102315,0.7185185185185184,0.2893393393393393,0.5,369.67633533477783
# log4j-1.0.csv,0.4204970777677839,0.7293650793650794,0.7092679984965309,0.7380952380952381,0.27936507936507937,0.5,198.45960187911987
synapse-1.0.csv,0.27664187975596527,0.7111384783798577,0.6475119977051826,0.6777777777777777,0.2555008210180624,0.5,1215.887727578481
xalan-2.4.csv,0.29204734125443643,0.6969066918687071,0.6944987444983955,0.7151515151515152,0.321338131414101,0.5,1254.5826852321625
# Zxing.csv,0.2676085137580935,0.6444857615052123,0.6347016492614769,0.6628019323671498,0.3738304093567251,0.5,470.91620349884033
ar1.csv,0.1279707288777995,0.6146903820816864,0.575343328794479,0.5,0.2706192358366271,0.5,63.584543784459434
ar3.csv,0.2512849067244451,0.6696969696969696,0.592858129244385,0.7333333333333334,0.393939393939394,0.5,51.23108164469401
ar4.csv,0.3341715563798275,0.7059912854030501,0.6590195706884411,0.7666666666666666,0.35468409586056643,0.5,121.23483435312907
ar5.csv,0.5244701644701962,0.7899999999999999,0.7397405211338542,0.9,0.3199999999999999,0.5,54.137269735336304
ar6.csv,0.1809228637888598,0.6178649237472766,0.5440971288037613,0.7111111111111111,0.4753812636165577,0.5,87.80719447135925
